Age,Gender,City_Tier,Occupation,Income,Shopping_Frequency,Last_Purchase,Categories,Purchase_Influence,Browsing_Time,Cart_Abandonment,Habit_Type,Pre_Purchase_Action,Decision_Style,Mood,Mood_Impact,Emotional_Frequency,Impulse_Behavior,Stress_Purchases,Happy_Purchases,Shopping_Time,Shopping_Situations,Product_Combinations,Hesitation,Tradeoff,Priority,Value_Perception,Post_Purchase_Feeling,Privacy_Comfort,Data_Concern,AI_Trust,Monthly_Spend,Willingness_To_Spend_More,Interest_in_MoodCart
25-34,Male,Tier 2,Other,20k-50k,Daily,This Month,Electronics,Brand,<5,Rarely,Somewhat Planned,Modify Cart,Logical,Stressed,Sometimes,Very Often,Never,Fashion,Electronics,Morning,Sales,Snacks+Beverages|Candles+Oils,Just Browsing,Brand,Delivery,Recommendation,Satisfied,Not Comfortable,Privacy,High,7170,Yes,Maybe
Under 18,Male,Tier 1,Homemaker,20k-50k,Weekly,This Week,Electronics|Home Decor|Wellness,Brand,15-30,Never,Somewhat Planned,Buy Immediately,Logical,Stressed,Sometimes,Sometimes,Never,Snacks,Home Decor,Late Night,Weekends|Salary|Festivals,Gadgets+Accessories|Snacks+Beverages,Too Many Options,Quality,Price,Discount,Guilty,Somewhat Comfortable,Privacy,Low,2771,No,Maybe
Under 18,Male,Tier 3,Working Professional,<20k,Monthly,This Month,Snacks|Home Decor,Recommendations,30+,Often,Mostly Planned,Modify Cart,Emotional,Neutral,No,Very Often,Often,Electronics,Wellness,Afternoon,Salary,Candles+Oils|Snacks+Beverages|Books+Coffee,Too Many Options,Price,Price,Discount,Regretful,Very Comfortable,Misuse,Medium,3363,No,No
45+,Male,Tier 3,Student,20k-50k,Weekly,This Week,Snacks|Electronics|Fashion,Recommendations,15-30,Sometimes,Rare,Buy Immediately,Mixed,Sad,Yes,Rarely,Never,Wellness|Fashion|Electronics,Wellness,Late Night,Weekends|Salary|Festivals,Clothing+Accessories,Delivery Issues,Delivery,Brand,Quality,Guilty,Somewhat Comfortable,Irrelevant Recommendations,High,3878,Yes,No
25-34,Male,Tier 1,Business Owner,20k-50k,Monthly,>1 Month,Electronics|Fashion|Wellness,Price,15-30,Sometimes,Mostly Planned,Modify Cart,Emotional,Bored,Yes,Never,Sometimes,Home Decor,Electronics,Morning,Weekends,Books+Coffee|Clothing+Accessories|Snacks+Beverages,High Price,Delivery,Delivery,Recommendation,Guilty,Somewhat Comfortable,No Concerns,Medium,5882,Maybe,Yes
45+,Prefer not to say,Tier 1,Business Owner,>1L,Daily,>1 Month,Home Decor|Electronics|Fashion,Price,15-30,Often,Mostly Planned,Compare Prices,Emotional,Neutral,Yes,Never,Sometimes,Home Decor|Fashion,Snacks,Evening,Salary|Sales|Festivals,Books+Coffee,High Price,Quality,Price,Recommendation,Happy,Somewhat Comfortable,Misuse,Medium,20002,Yes,No
35-44,Female,Tier 1,Other,>1L,Rarely,This Week,Electronics|Snacks,Price,<5,Rarely,Rare,Check Reviews,Emotional,Bored,Yes,Sometimes,Rarely,Wellness,Wellness,Morning,Weekends|Festivals|Stress,Books+Coffee|Clothing+Accessories,Low Trust,Quality,Price,Recommendation,Regretful,Somewhat Comfortable,Misuse,Low,13056,Yes,Maybe
25-34,Female,Tier 2,Other,50k-1L,Daily,Today,Electronics,Discounts,5-15,Never,Rare,Compare Prices,Mixed,Happy,Sometimes,Very Often,Rarely,Home Decor|Snacks,Snacks,Morning,Weekends|Salary,Gadgets+Accessories|Candles+Oils|Snacks+Beverages,Low Trust,Quality,Quality,Quality,Guilty,Very Comfortable,No Concerns,Medium,26379,Maybe,No
25-34,Female,Tier 3,Working Professional,50k-1L,Daily,>1 Month,Home Decor,Price,15-30,Never,Mostly Planned,Compare Prices,Mixed,Sad,Yes,Sometimes,Often,Snacks,Electronics,Late Night,Salary,Books+Coffee|Gadgets+Accessories,High Price,Price,Brand,Discount,Neutral,Very Comfortable,Irrelevant Recommendations,High,4585,Maybe,No
Under 18,Prefer not to say,Tier 2,Other,20k-50k,Daily,>1 Month,Snacks|Wellness,Discounts,15-30,Rarely,Rare,Check Reviews,Logical,Neutral,No,Very Often,Never,Wellness,Snacks,Late Night,Sales,Clothing+Accessories,Just Browsing,Price,Personalization,Discount,Guilty,Not Comfortable,Privacy,Medium,1811,Maybe,Maybe
18-24,Male,Tier 1,Other,50k-1L,Weekly,>1 Month,Home Decor,Recommendations,15-30,Never,Mostly Planned,Modify Cart,Logical,Sad,Yes,Sometimes,Never,Home Decor|Wellness,Fashion,Evening,Sales|Salary|Festivals,Books+Coffee,High Price,Price,Delivery,Discount,Regretful,Somewhat Comfortable,Misuse,Low,11584,Yes,No
45+,Male,Tier 2,Student,20k-50k,Daily,This Week,Home Decor|Fashion|Electronics,Discounts,30+,Often,Somewhat Planned,Modify Cart,Emotional,Neutral,No,Sometimes,Sometimes,Fashion|Snacks|Electronics,Wellness,Morning,Sales,Candles+Oils,High Price,Price,Personalization,Emotional Satisfaction,Neutral,Not Comfortable,Irrelevant Recommendations,High,6395,Yes,Yes
25-34,Male,Tier 2,Homemaker,<20k,Rarely,Today,Electronics,Reviews,15-30,Never,Somewhat Planned,Compare Prices,Emotional,Bored,Yes,Sometimes,Often,Electronics|Snacks|Home Decor,Wellness,Evening,Salary|Sales,Clothing+Accessories|Candles+Oils,Too Many Options,Brand,Price,Emotional Satisfaction,Guilty,Somewhat Comfortable,Privacy,Low,1388,Yes,No
18-24,Prefer not to say,Tier 2,Working Professional,20k-50k,Monthly,This Month,Wellness,Reviews,5-15,Sometimes,Mostly Planned,Check Reviews,Emotional,Happy,Yes,Rarely,Never,Electronics|Wellness,Snacks,Morning,Salary|Stress,Candles+Oils,Low Trust,Delivery,Price,Discount,Guilty,Not Comfortable,Irrelevant Recommendations,High,2974,No,Yes
18-24,Prefer not to say,Tier 1,Student,<20k,Weekly,This Week,Wellness|Snacks,Discounts,30+,Sometimes,Rare,Modify Cart,Mixed,Sad,No,Very Often,Rarely,Electronics|Home Decor|Fashion,Snacks,Late Night,Salary|Weekends,Gadgets+Accessories|Clothing+Accessories|Snacks+Beverages,High Price,Brand,Brand,Discount,Satisfied,Very Comfortable,Irrelevant Recommendations,High,200,No,No
25-34,Prefer not to say,Tier 1,Business Owner,<20k,Daily,This Week,Electronics,Reviews,30+,Never,Rare,Buy Immediately,Logical,Happy,Yes,Very Often,Often,Electronics|Snacks,Home Decor,Afternoon,Stress|Salary|Sales,Gadgets+Accessories|Books+Coffee|Candles+Oils,Low Trust,Personalization,Brand,Quality,Neutral,Somewhat Comfortable,Misuse,Low,2934,Maybe,No
25-34,Prefer not to say,Tier 2,Working Professional,>1L,Daily,Today,Electronics,Recommendations,15-30,Rarely,Somewhat Planned,Buy Immediately,Emotional,Neutral,Sometimes,Sometimes,Never,Electronics,Home Decor,Morning,Salary,Books+Coffee,Too Many Options,Personalization,Personalization,Emotional Satisfaction,Neutral,Not Comfortable,Misuse,Medium,13089,No,Maybe
35-44,Prefer not to say,Tier 2,Business Owner,<20k,Rarely,This Month,Electronics,Brand,<5,Rarely,Somewhat Planned,Modify Cart,Mixed,Neutral,Sometimes,Never,Sometimes,Electronics|Fashion,Wellness,Late Night,Stress|Festivals,Candles+Oils|Gadgets+Accessories|Clothing+Accessories,Just Browsing,Personalization,Brand,Discount,Happy,Very Comfortable,No Concerns,Medium,1727,Maybe,Yes
35-44,Male,Tier 3,Homemaker,20k-50k,Daily,This Month,Home Decor|Wellness|Electronics,Reviews,30+,Never,Rare,Buy Immediately,Logical,Stressed,Yes,Rarely,Often,Home Decor|Wellness,Snacks,Evening,Stress,Clothing+Accessories|Books+Coffee|Gadgets+Accessories,Too Many Options,Price,Quality,Discount,Neutral,Somewhat Comfortable,No Concerns,Low,5748,Yes,Yes
Under 18,Male,Tier 3,Business Owner,50k-1L,Weekly,This Month,Home Decor|Fashion|Snacks,Recommendations,<5,Rarely,Somewhat Planned,Compare Prices,Mixed,Stressed,Yes,Very Often,Sometimes,Snacks|Home Decor|Wellness,Snacks,Afternoon,Salary|Stress,Books+Coffee|Clothing+Accessories,Just Browsing,Brand,Delivery,Discount,Neutral,Somewhat Comfortable,Privacy,Medium,7655,Yes,Yes
45+,Male,Tier 3,Homemaker,50k-1L,Weekly,This Month,Wellness|Fashion|Snacks,Price,5-15,Sometimes,Somewhat Planned,Buy Immediately,Logical,Bored,Yes,Rarely,Sometimes,Electronics,Home Decor,Late Night,Sales|Salary,Books+Coffee,Just Browsing,Quality,Quality,Quality,Satisfied,Very Comfortable,Irrelevant Recommendations,Medium,5962,Yes,No
25-34,Female,Tier 1,Other,50k-1L,Daily,Today,Home Decor,Recommendations,<5,Often,Mostly Planned,Compare Prices,Mixed,Happy,Sometimes,Rarely,Often,Electronics|Fashion|Home Decor,Fashion,Afternoon,Stress|Sales,Snacks+Beverages|Candles+Oils,Too Many Options,Brand,Brand,Discount,Guilty,Very Comfortable,Irrelevant Recommendations,Low,9599,Yes,Maybe
45+,Female,Tier 2,Student,50k-1L,Rarely,This Week,Wellness,Recommendations,30+,Often,Rare,Compare Prices,Mixed,Happy,Yes,Rarely,Often,Snacks|Wellness|Fashion,Fashion,Late Night,Festivals|Sales,Gadgets+Accessories|Snacks+Beverages|Clothing+Accessories,Low Trust,Personalization,Quality,Discount,Guilty,Not Comfortable,Privacy,High,13497,Maybe,Yes
35-44,Prefer not to say,Tier 3,Student,20k-50k,Daily,Today,Electronics|Wellness|Snacks,Brand,30+,Often,Somewhat Planned,Compare Prices,Emotional,Sad,Sometimes,Rarely,Rarely,Fashion|Home Decor,Snacks,Late Night,Stress,Candles+Oils|Clothing+Accessories|Snacks+Beverages,High Price,Personalization,Delivery,Discount,Regretful,Not Comfortable,Misuse,High,6242,No,Yes
35-44,Female,Tier 2,Homemaker,>1L,Daily,>1 Month,Home Decor|Wellness,Price,30+,Often,Rare,Modify Cart,Mixed,Neutral,Yes,Sometimes,Sometimes,Electronics|Wellness,Home Decor,Late Night,Festivals|Weekends|Salary,Clothing+Accessories,Too Many Options,Personalization,Personalization,Quality,Satisfied,Somewhat Comfortable,Privacy,Medium,27437,Yes,Yes
35-44,Female,Tier 2,Student,>1L,Monthly,>1 Month,Fashion|Home Decor|Wellness,Price,30+,Never,Somewhat Planned,Buy Immediately,Mixed,Neutral,Yes,Rarely,Sometimes,Home Decor,Fashion,Morning,Sales|Weekends,Clothing+Accessories|Books+Coffee|Gadgets+Accessories,Just Browsing,Price,Price,Emotional Satisfaction,Satisfied,Not Comfortable,No Concerns,High,28361,Yes,Yes
45+,Female,Tier 2,Other,50k-1L,Rarely,This Month,Wellness|Fashion,Discounts,5-15,Never,Habitual,Modify Cart,Emotional,Sad,No,Rarely,Never,Home Decor|Wellness,Wellness,Morning,Sales|Salary|Stress,Candles+Oils|Clothing+Accessories,Delivery Issues,Delivery,Price,Quality,Happy,Somewhat Comfortable,Irrelevant Recommendations,High,9779,Maybe,Maybe
35-44,Female,Tier 1,Homemaker,<20k,Monthly,This Month,Home Decor,Reviews,5-15,Often,Somewhat Planned,Compare Prices,Emotional,Bored,Yes,Very Often,Sometimes,Snacks|Home Decor,Snacks,Afternoon,Festivals|Stress|Sales,Books+Coffee,Too Many Options,Personalization,Personalization,Quality,Satisfied,Somewhat Comfortable,Misuse,Medium,2345,Yes,Yes
45+,Female,Tier 3,Homemaker,>1L,Weekly,Today,Snacks|Electronics|Home Decor,Discounts,30+,Never,Rare,Modify Cart,Logical,Happy,Yes,Very Often,Often,Wellness|Home Decor,Snacks,Evening,Salary|Sales|Weekends,Books+Coffee|Snacks+Beverages,Too Many Options,Delivery,Brand,Recommendation,Neutral,Very Comfortable,Irrelevant Recommendations,High,14579,Maybe,Yes
35-44,Prefer not to say,Tier 1,Business Owner,50k-1L,Daily,This Month,Fashion|Electronics,Recommendations,5-15,Never,Habitual,Compare Prices,Logical,Sad,Yes,Never,Never,Wellness|Home Decor,Snacks,Morning,Weekends|Festivals,Books+Coffee|Snacks+Beverages,Low Trust,Personalization,Quality,Discount,Regretful,Not Comfortable,No Concerns,High,13030,Maybe,Maybe
Under 18,Prefer not to say,Tier 2,Student,20k-50k,Daily,>1 Month,Wellness,Discounts,<5,Rarely,Somewhat Planned,Buy Immediately,Emotional,Stressed,Sometimes,Sometimes,Often,Snacks|Home Decor|Electronics,Fashion,Evening,Stress|Festivals|Salary,Snacks+Beverages,High Price,Personalization,Delivery,Discount,Happy,Somewhat Comfortable,Misuse,High,2584,Maybe,No
45+,Prefer not to say,Tier 3,Working Professional,>1L,Daily,Today,Wellness|Electronics,Discounts,15-30,Sometimes,Rare,Modify Cart,Logical,Sad,Yes,Never,Often,Home Decor|Electronics|Snacks,Electronics,Afternoon,Sales,Clothing+Accessories|Candles+Oils|Books+Coffee,Delivery Issues,Delivery,Quality,Discount,Happy,Not Comfortable,Irrelevant Recommendations,Low,26837,Yes,Yes
45+,Female,Tier 2,Other,<20k,Rarely,This Week,Home Decor|Fashion,Recommendations,<5,Sometimes,Rare,Modify Cart,Mixed,Neutral,Yes,Rarely,Never,Fashion|Home Decor|Snacks,Electronics,Late Night,Sales|Weekends,Gadgets+Accessories|Snacks+Beverages|Clothing+Accessories,Delivery Issues,Price,Personalization,Discount,Satisfied,Somewhat Comfortable,Misuse,Medium,2946,Maybe,No
45+,Male,Tier 1,Working Professional,20k-50k,Rarely,This Month,Snacks|Wellness,Price,<5,Rarely,Rare,Check Reviews,Logical,Happy,Yes,Never,Never,Fashion|Electronics|Snacks,Wellness,Evening,Stress,Clothing+Accessories,High Price,Price,Price,Emotional Satisfaction,Guilty,Very Comfortable,Privacy,Low,1671,Yes,No
35-44,Male,Tier 3,Student,>1L,Rarely,This Month,Electronics,Price,<5,Rarely,Somewhat Planned,Modify Cart,Logical,Happy,Yes,Never,Rarely,Wellness|Snacks,Fashion,Morning,Festivals|Weekends,Snacks+Beverages|Candles+Oils,Just Browsing,Brand,Quality,Discount,Neutral,Somewhat Comfortable,Privacy,High,29273,No,Yes
25-34,Prefer not to say,Tier 1,Business Owner,50k-1L,Weekly,Today,Home Decor|Snacks|Electronics,Discounts,30+,Rarely,Somewhat Planned,Buy Immediately,Logical,Bored,No,Never,Rarely,Electronics|Fashion,Snacks,Afternoon,Festivals|Salary|Weekends,Snacks+Beverages|Books+Coffee|Candles+Oils,Low Trust,Delivery,Brand,Recommendation,Guilty,Very Comfortable,Privacy,Medium,4970,Yes,No
Under 18,Female,Tier 1,Student,50k-1L,Weekly,Today,Electronics|Home Decor|Wellness,Reviews,5-15,Rarely,Mostly Planned,Buy Immediately,Emotional,Neutral,Sometimes,Rarely,Rarely,Electronics|Home Decor|Wellness,Snacks,Late Night,Sales|Stress,Clothing+Accessories,Delivery Issues,Personalization,Delivery,Emotional Satisfaction,Satisfied,Very Comfortable,Privacy,Medium,12214,Yes,No
18-24,Female,Tier 2,Student,50k-1L,Daily,>1 Month,Home Decor|Fashion|Snacks,Brand,15-30,Sometimes,Somewhat Planned,Compare Prices,Mixed,Stressed,Yes,Sometimes,Sometimes,Snacks|Fashion,Fashion,Evening,Sales|Weekends|Festivals,Books+Coffee|Clothing+Accessories|Gadgets+Accessories,Low Trust,Personalization,Brand,Emotional Satisfaction,Happy,Somewhat Comfortable,No Concerns,Low,9633,Yes,Maybe
45+,Male,Tier 1,Student,20k-50k,Daily,This Month,Home Decor|Wellness|Fashion,Brand,30+,Often,Mostly Planned,Buy Immediately,Logical,Sad,Sometimes,Very Often,Often,Wellness,Wellness,Morning,Weekends|Stress|Festivals,Snacks+Beverages,High Price,Brand,Quality,Discount,Satisfied,Very Comfortable,Privacy,Medium,3695,Maybe,No
35-44,Prefer not to say,Tier 1,Student,>1L,Monthly,This Month,Wellness,Brand,<5,Rarely,Somewhat Planned,Modify Cart,Emotional,Bored,No,Sometimes,Sometimes,Wellness,Wellness,Morning,Sales|Stress|Festivals,Clothing+Accessories|Snacks+Beverages|Books+Coffee,Delivery Issues,Price,Price,Quality,Regretful,Not Comfortable,No Concerns,Medium,30114,Maybe,No
25-34,Prefer not to say,Tier 1,Business Owner,20k-50k,Weekly,Today,Snacks|Home Decor|Wellness,Brand,5-15,Never,Mostly Planned,Check Reviews,Logical,Happy,Sometimes,Sometimes,Rarely,Snacks,Wellness,Late Night,Sales,Books+Coffee|Gadgets+Accessories,Just Browsing,Price,Delivery,Recommendation,Neutral,Very Comfortable,Misuse,High,5192,Maybe,Yes
18-24,Female,Tier 2,Business Owner,20k-50k,Daily,Today,Home Decor|Electronics,Recommendations,15-30,Sometimes,Rare,Buy Immediately,Mixed,Happy,Sometimes,Sometimes,Sometimes,Snacks|Fashion,Wellness,Morning,Stress|Weekends,Snacks+Beverages|Clothing+Accessories,Just Browsing,Personalization,Personalization,Discount,Satisfied,Very Comfortable,Misuse,Low,5606,Yes,No
Under 18,Male,Tier 1,Other,>1L,Weekly,This Week,Fashion,Reviews,5-15,Rarely,Rare,Compare Prices,Emotional,Neutral,Sometimes,Sometimes,Rarely,Home Decor,Snacks,Evening,Stress|Sales,Books+Coffee,Just Browsing,Delivery,Price,Recommendation,Neutral,Somewhat Comfortable,Privacy,Low,9721,Maybe,No
45+,Female,Tier 2,Homemaker,20k-50k,Weekly,This Week,Snacks|Fashion,Price,5-15,Often,Somewhat Planned,Modify Cart,Logical,Bored,Yes,Sometimes,Rarely,Home Decor|Wellness|Snacks,Electronics,Afternoon,Stress,Candles+Oils|Snacks+Beverages,Delivery Issues,Quality,Quality,Quality,Guilty,Not Comfortable,Privacy,High,4242,No,Yes
45+,Male,Tier 2,Other,<20k,Monthly,>1 Month,Home Decor|Fashion,Price,15-30,Often,Habitual,Check Reviews,Emotional,Bored,Yes,Very Often,Rarely,Wellness,Wellness,Morning,Sales|Salary,Clothing+Accessories,Low Trust,Price,Quality,Discount,Neutral,Not Comfortable,Privacy,High,580,Yes,Yes
Under 18,Prefer not to say,Tier 1,Student,50k-1L,Weekly,Today,Wellness|Electronics|Fashion,Brand,5-15,Often,Habitual,Modify Cart,Mixed,Bored,Yes,Sometimes,Often,Home Decor|Snacks,Snacks,Late Night,Festivals|Sales,Books+Coffee|Clothing+Accessories,Delivery Issues,Price,Brand,Emotional Satisfaction,Guilty,Very Comfortable,Privacy,High,13080,Maybe,Maybe
35-44,Prefer not to say,Tier 1,Business Owner,20k-50k,Monthly,This Month,Fashion|Electronics|Wellness,Brand,5-15,Sometimes,Rare,Compare Prices,Emotional,Sad,No,Sometimes,Often,Electronics|Home Decor|Snacks,Wellness,Late Night,Sales,Books+Coffee|Candles+Oils,Too Many Options,Personalization,Personalization,Quality,Satisfied,Very Comfortable,Irrelevant Recommendations,High,1185,Yes,Maybe
45+,Female,Tier 3,Business Owner,<20k,Rarely,This Week,Snacks|Electronics,Recommendations,<5,Sometimes,Somewhat Planned,Check Reviews,Logical,Neutral,Sometimes,Sometimes,Never,Fashion|Electronics|Home Decor,Wellness,Late Night,Festivals,Books+Coffee|Candles+Oils|Clothing+Accessories,Too Many Options,Brand,Delivery,Recommendation,Neutral,Not Comfortable,No Concerns,High,4605,No,Yes
25-34,Female,Tier 1,Other,>1L,Rarely,Today,Home Decor|Snacks,Recommendations,15-30,Never,Mostly Planned,Check Reviews,Logical,Neutral,Sometimes,Never,Never,Wellness|Fashion|Electronics,Electronics,Afternoon,Stress,Snacks+Beverages,Delivery Issues,Price,Personalization,Emotional Satisfaction,Regretful,Very Comfortable,No Concerns,Low,14086,No,Yes
25-34,Prefer not to say,Tier 3,Other,20k-50k,Weekly,This Week,Home Decor|Electronics|Wellness,Price,5-15,Often,Rare,Check Reviews,Mixed,Sad,Sometimes,Very Often,Rarely,Fashion|Snacks|Home Decor,Home Decor,Afternoon,Festivals|Weekends|Salary,Books+Coffee,Low Trust,Quality,Personalization,Discount,Happy,Not Comfortable,No Concerns,Low,3308,Maybe,Maybe
18-24,Prefer not to say,Tier 3,Other,<20k,Daily,This Week,Wellness|Home Decor|Snacks,Price,30+,Often,Habitual,Modify Cart,Mixed,Bored,No,Very Often,Rarely,Electronics,Electronics,Late Night,Festivals|Stress|Salary,Books+Coffee|Snacks+Beverages|Gadgets+Accessories,Low Trust,Delivery,Brand,Discount,Neutral,Very Comfortable,Irrelevant Recommendations,High,2811,Maybe,Yes
18-24,Prefer not to say,Tier 3,Homemaker,<20k,Monthly,Today,Electronics|Wellness|Home Decor,Price,<5,Sometimes,Somewhat Planned,Check Reviews,Mixed,Happy,No,Never,Often,Fashion|Electronics|Home Decor,Electronics,Afternoon,Sales|Salary,Candles+Oils|Snacks+Beverages,High Price,Personalization,Delivery,Recommendation,Satisfied,Very Comfortable,Irrelevant Recommendations,Low,200,Yes,No
18-24,Female,Tier 2,Homemaker,>1L,Monthly,This Week,Snacks,Reviews,5-15,Often,Rare,Buy Immediately,Mixed,Bored,Yes,Very Often,Rarely,Fashion|Home Decor|Snacks,Snacks,Morning,Stress|Salary|Festivals,Books+Coffee|Clothing+Accessories|Candles+Oils,High Price,Quality,Quality,Recommendation,Regretful,Somewhat Comfortable,Privacy,Low,18397,Maybe,No
Under 18,Female,Tier 3,Business Owner,20k-50k,Monthly,This Week,Electronics|Snacks,Discounts,5-15,Sometimes,Mostly Planned,Buy Immediately,Logical,Stressed,Yes,Rarely,Often,Electronics|Home Decor|Fashion,Home Decor,Afternoon,Stress,Gadgets+Accessories|Books+Coffee|Candles+Oils,Low Trust,Personalization,Brand,Quality,Guilty,Very Comfortable,No Concerns,High,5561,Maybe,Maybe
18-24,Prefer not to say,Tier 1,Homemaker,20k-50k,Rarely,This Week,Wellness,Reviews,30+,Never,Somewhat Planned,Buy Immediately,Mixed,Sad,Yes,Sometimes,Rarely,Home Decor,Wellness,Evening,Weekends|Festivals|Sales,Snacks+Beverages|Clothing+Accessories|Gadgets+Accessories,Too Many Options,Price,Delivery,Discount,Satisfied,Very Comfortable,Misuse,High,3185,No,Maybe
45+,Male,Tier 3,Homemaker,20k-50k,Monthly,Today,Snacks|Wellness,Recommendations,30+,Often,Mostly Planned,Buy Immediately,Logical,Bored,No,Very Often,Rarely,Wellness|Electronics,Electronics,Evening,Weekends,Candles+Oils|Clothing+Accessories,Just Browsing,Personalization,Price,Discount,Regretful,Somewhat Comfortable,Irrelevant Recommendations,High,4471,Yes,Maybe
35-44,Male,Tier 1,Homemaker,50k-1L,Daily,This Week,Wellness|Electronics,Recommendations,5-15,Never,Mostly Planned,Buy Immediately,Logical,Happy,Sometimes,Never,Rarely,Wellness|Fashion,Snacks,Late Night,Salary|Festivals|Sales,Books+Coffee,Low Trust,Personalization,Personalization,Quality,Guilty,Very Comfortable,Irrelevant Recommendations,High,9697,Maybe,No
45+,Prefer not to say,Tier 2,Student,>1L,Rarely,Today,Home Decor,Discounts,<5,Often,Mostly Planned,Compare Prices,Emotional,Stressed,Yes,Rarely,Often,Fashion|Wellness|Snacks,Snacks,Afternoon,Weekends|Festivals|Salary,Candles+Oils|Gadgets+Accessories|Snacks+Beverages,Just Browsing,Personalization,Price,Recommendation,Happy,Very Comfortable,No Concerns,Low,10610,Yes,Yes
Under 18,Prefer not to say,Tier 2,Student,>1L,Weekly,>1 Month,Electronics|Home Decor|Wellness,Recommendations,15-30,Never,Rare,Check Reviews,Emotional,Happy,Yes,Sometimes,Rarely,Snacks,Electronics,Evening,Stress|Sales|Salary,Clothing+Accessories|Candles+Oils,High Price,Brand,Price,Discount,Happy,Very Comfortable,No Concerns,Low,30407,Maybe,Maybe
